query	no	token	pos
전주 여행	343	할려구	VV+EC
전주 여행	343	합니다	VX+EC
전주 여행	343	이랑	JC
전주 여행	343	맛집	NNG
전주 여행	343	추천	NNG
전주 여행	343	부탁	NNG
전주 여행	343	드립니다	VV+EC
전주 여행	343	감사	NNG
전주 여행	343	합니다	XSV+EF
전주 여행	343	맛집	NNG
전주 여행	343	주달	NNG
전주 여행	343	티비	NNG
전주 여행	343	코스	NNG
전주 여행	343	언서	NNG
전주 여행	343	주달	NNG
전주 여행	343	봉이	NNG
전주 여행	343	입니다	VCP+EF
전주 여행	344	강아지	NNG
전주 여행	344	함께	MAG
전주 여행	344	가능	NNG
전주 여행	344	데요	EF
전주 여행	344	강아지	NNG
전주 여행	344	같이	MAG
전주 여행	344	동반	NNG
전주 여행	344	라서요	EF
전주 여행	344	혹시	MAG
전주 여행	344	강아지	NNG
전주 여행	344	같이	JKB
전주 여행	344	알려	VV+EC
전주 여행	344	세요	EP+EF
전주 여행	344	맛집	NNG
전주 여행	344	이랑	JKB
전주 여행	344	관광	NNG
전주 여행	344	반려	NNG
전주 여행	344	동물	NNG
전주 여행	344	반려	NNG
전주 여행	344	생활	NNG
전주 여행	344	입니다	VCP+EF
전주 여행	344	하늘	NNG
전주 여행	344	가을	NNG
전주 여행	344	떠나	VV
전주 여행	344	는군요	EC
전주 여행	344	강아지	NNG
전주 여행	344	함께	MAG
전주 여행	344	추억	NNG
전주 여행	345	광주	NNP
전주 여행	345	에서	JKB
전주 여행	345	감사	NNG
전주 여행	345	습니다	EF
전주 여행	345	맛집	NNG
전주 여행	345	국내	NNG
전주 여행	345	주달	NNG
전주 여행	345	티비	NNG
전주 여행	345	코스	NNG
전주 여행	345	여수	NNG
전주 여행	345	여수	NNG
전주 여행	345	제주	NNP
전주 여행	345	제주도	NNP
전주 여행	345	전문	NNG
전주 여행	345	언서	NNG
전주 여행	345	주달	NNG
전주 여행	345	봉이	NNG
전주 여행	345	입니다	VCP+EF
전주 여행	345	버스	NNG
전주 여행	345	터미널	NNG
전주 여행	345	에서	JKB
전주 여행	345	내리	VV
전주 여행	345	셔서	EP+EC
전주 여행	346	코스	NNG
전주 여행	346	세요	EP+EF
전주 여행	346	질문	NNG
전주 여행	346	일정	NNG
전주 여행	346	관련	NNG
전주 여행	346	답변	NNG
전주 여행	346	드리	VV
전주 여행	346	도록	EC
전주 여행	346	습니다	EF
전주 여행	346	친정	NNG
전주 여행	346	어머니	NNG
전주 여행	346	함께	MAG
전주 여행	346	해도	VV+EC
전주 여행	346	설레	VV
전주 여행	346	네요	EC
전주 여행	346	아래	NNG
전주 여행	346	께서	JKS
전주 여행	346	모두	MAG
전주 여행	346	즐길	VV+ETM
전주 여행	346	일정	NNG
전주 여행	346	준비	NNG
전주 여행	346	어요	EF
전주 여행	346	참고	NNG
전주 여행	346	도움	NNG
전주 여행	346	으면	EC
전주 여행	347	추천	NNG
전주 여행	347	세요	EP+EF+VCP
전주 여행	347	당일치기	NNG
전주 여행	347	추천	NNG
전주 여행	347	세요	EP+EF
전주 여행	347	당일치기	NNG
전주 여행	347	맛집	NNG
전주 여행	347	국내	NNG
전주 여행	347	주달	NNG
전주 여행	347	티비	NNG
전주 여행	347	코스	NNG
전주 여행	347	여수	NNG
전주 여행	347	여수	NNG
전주 여행	347	제주	NNP
전주 여행	347	제주도	NNP
전주 여행	347	전문	NNG
전주 여행	347	언서	NNG
전주 여행	347	주달	NNG
전주 여행	347	봉이	NNG
전주 여행	347	입니다	VCP+EC
전주 여행	348	팀조	NNP
전주 여행	348	는데	EC
전주 여행	348	이랑	JC
전주 여행	348	맛집	NNG
전주 여행	348	알려	VV+EC
전주 여행	348	세요	EP+EF
전주 여행	348	안녕	IC
전주 여행	348	세요	EP+EF
전주 여행	348	서울	NNP
전주 여행	348	지방	NNG
전주 여행	348	변호	NNG
전주 여행	348	사회	NNG
전주 여행	348	소속	NNG
전주 여행	348	으로	JKB
전주 여행	348	지식	NNG
전주 여행	348	iN	SL
전주 여행	348	법률	NNG
전주 여행	348	상담	NNG
전주 여행	348	진행	NNG
전주 여행	348	김선용	NNP
전주 여행	348	변호사	NNG
전주 여행	348	입니다	VCP+EF
전주 여행	348	알아보	VV
전주 여행	348	어려우	VA
전주 여행	348	다면	EC
전주 여행	348	스타	NNG
전주 여행	348	그램	NNG
전주 여행	348	라고	VCP+EC
전주 여행	348	검색	NNG
전주 여행	348	셔서	EP+EC
전주 여행	349	한옥마을	NNP
전주 여행	349	준비	NNG
전주 여행	349	입니다	VCP+EF
전주 여행	349	대여	NNG
전주 여행	349	천차만별	NNG
전주 여행	349	입니다	VCP+EF
전주 여행	349	기본	NNG
전주 여행	349	금액	NNG
전주 여행	349	10000	SN
전주 여행	349	부터	JX
전주 여행	349	시작	NNG
전주 여행	349	합니다	XSV+EF
전주 여행	349	시간	NNG
전주 여행	349	한복	NNG
전주 여행	349	따라서	VV+EC
전주 여행	349	가격	NNG
전주 여행	349	다릅니다	VA+EC
전주 여행	349	맛집	NNG
전주 여행	349	국내	NNG
전주 여행	349	주달	NNG
전주 여행	349	티비	NNG
전주 여행	349	코스	NNG
전주 여행	349	여수	NNG
전주 여행	349	여수	NNG
전주 여행	349	제주	NNP
전주 여행	350	고등학교	NNG
전주 여행	350	친구	NNG
전주 여행	350	당일치기	NNG
전주 여행	350	지금	MAG
전주 여행	350	고등학교	NNG
전주 여행	350	학년	NNG
전주 여행	350	친구	NNG
전주 여행	350	함께	MAG
전주 여행	350	당일	NNG
전주 여행	350	예정	NNG
전주 여행	350	인데	VCP+EC
전주 여행	350	부모	NNG
전주 여행	350	라고	VCP+EC
전주 여행	350	말씀	NNG
전주 여행	350	드리	VV
전주 여행	350	허락	NNG
전주 여행	350	을까요	EC
전주 여행	350	고등학교	NNG
전주 여행	350	시절	NNG
전주 여행	350	친구	NNG
전주 여행	350	소중	XR
전주 여행	350	추억	NNG
전주 여행	350	만들	VV
전주 여행	350	위해	VV+EC
전주 여행	350	다녀오	VV
전주 여행	350	습니다	EF
전주 여행	351	휴가	NNG
전주 여행	351	건데	NNB+VCP+EC
전주 여행	351	코스	NNG
전주 여행	351	추천	NNG
전주 여행	351	세요	EP+EF
전주 여행	351	일정	NNG
전주 여행	351	참고	NNG
전주 여행	351	으로	JKB
전주 여행	351	제시	NNG
전주 여행	351	일정	NNG
전주 여행	351	따라	VV+EC
전주 여행	351	조정	NNG
전주 여행	351	습니다	EF
전주 여행	351	또한	MAJ
전주 여행	351	음식점	NNG
전주 여행	351	웨이팅	NNG
전주 여행	351	시간	NNG
전주 여행	351	방문	NNG
전주 여행	351	시간	NNG
전주 여행	351	요일	NNG
전주 여행	351	따라	VV+EC
전주 여행	351	달라질	VV+ETM
전주 여행	351	으니	EC
전주 여행	351	참고	NNG
전주 여행	351	세요	EP+EF
전주 여행	351	즐거운	VA+ETM
전주 여행	351	바랍니다	VV+EC
전주 여행	352	여자	NNG
전주 여행	352	질문	NNG
전주 여행	352	신다면	EP+EC
전주 여행	352	다음	NNG
전주 여행	352	일정	NNG
전주 여행	352	추천	NNG
전주 여행	352	드립니다	VX+EC
전주 여행	352	Day	SL
전주 여행	352	한옥마을	NNP
전주 여행	352	전통	NNG
전주 여행	352	한옥	NNG
전주 여행	352	건물	NNG
전주 여행	352	전통	NNG
전주 여행	352	문화	NNG
전주 여행	352	경험	NNG
전주 여행	352	입니다	VCP+EF
전주 여행	352	향교	NNP
전주 여행	352	조선	NNP
전주 여행	352	시대	NNG
전주 여행	352	교육	NNG
전주 여행	352	기관	NNG
전주 여행	352	향교	NNG
전주 여행	352	습니다	EF
전주 여행	352	남부	NNG
전주 여행	352	시장	NNG
전주 여행	353	코스	NNG
전주 여행	353	세요	EP+EF
전주 여행	353	많이	MAG
전주 여행	353	급합니다	VA+EF
전주 여행	353	.!	SY
전주 여행	353	안녕	NNG
전주 여행	353	세요	EP+EF
전주 여행	353	가족	NNG
전주 여행	353	으로	JKB
전주 여행	353	려는데	EC
전주 여행	353	당장	NNG
전주 여행	353	이번	NNG
전주 여행	353	금요일	NNG
전주 여행	353	는데	EC
전주 여행	353	어딜	NP+JKO
전주 여행	353	갈지	VV+EC
전주 여행	353	몰라서	VV+EC
전주 여행	353	숙소	NNG
전주 여행	353	호텔	NNG
전주 여행	353	한옥마을	NNP
전주 여행	353	은데	EC
전주 여행	353	별로	MAG
전주 여행	353	으면서	EC
전주 여행	353	카페	NNG
전주 여행	353	투어	NNG
전주 여행	353	아닌	VCN+ETM
전주 여행	353	코스	NNG
전주 여행	353	나요	EF
전주 여행	353	스로	NNG
전주 여행	354	대둔산	NNP
전주 여행	354	케이블카	NNG
전주 여행	354	주말	NNG
전주 여행	354	사람	NNG
전주 여행	354	괜찮	VA
전주 여행	354	코스	NNG
전주 여행	354	추천	NNG
전주 여행	354	세요	EP+EF
전주 여행	354	맛집	NNG
전주 여행	354	국내	NNG
전주 여행	354	주달	NNG
전주 여행	354	티비	NNG
전주 여행	354	코스	NNG
전주 여행	354	여수	NNG
전주 여행	354	여수	NNG
전주 여행	354	제주	NNP
전주 여행	354	제주도	NNP
전주 여행	354	전문	NNG
전주 여행	355	코스	NNG
전주 여행	355	!!	SY
전주 여행	355	이미	MAG
전주 여행	355	마치	VV
전주 여행	355	복귀	NNG
전주 여행	355	네요	EF
전주 여행	355	저희	NP
전주 여행	355	지난주	NNG
전주 여행	355	당일	NNG
전주 여행	355	코스	NNG
전주 여행	355	다녀왔	VV+EP
전주 여행	355	는데요	EF
전주 여행	355	주말	NNG
전주 여행	355	라서	EC
전주 여행	355	그런지	VA+EC
전주 여행	355	관광지	NNG
전주 여행	355	사람	NNG
전주 여행	355	아서	EC
전주 여행	355	생각	NNG
전주 여행	355	처럼	JKB
전주 여행	355	많이	MAG
전주 여행	355	둘러보	VV
전주 여행	355	못해서	VX+EC
전주 여행	355	아쉽	VA
전주 여행	355	더라고요	EC
전주 여행	355	최소한	NNG
전주 여행	356	한옥마을	NNP
전주 여행	356	당일치기	NNG
전주 여행	356	질문	NNG
전주 여행	356	여수	NNP
전주 여행	356	제주도	NNP
전주 여행	356	맛집	NNG
전주 여행	356	주달	NNG
전주 여행	356	티비	NNG
전주 여행	356	코스	NNG
전주 여행	356	여수	NNG
전주 여행	356	여수	NNG
전주 여행	356	제주	NNP
전주 여행	356	제주도	NNP
전주 여행	356	전문	NNG
전주 여행	356	언서	NNG
전주 여행	356	주달	NNG
전주 여행	356	봉이	NNG
전주 여행	356	입니다	VCP+EC
전주 여행	356	7000	SN
전주 여행	356	8000	SN
전주 여행	356	흐노	NNP
전주 여행	356	마시	VV
전주 여행	356	랑게	EC
전주 여행	356	전망	NNG
전주 여행	357	혼자	NNG
전주 여행	357	아무래도	MAG
전주 여행	357	사람	NNG
전주 여행	357	으면	EC
전주 여행	357	맛집	NNG
전주 여행	357	에서	JKB
전주 여행	357	혼자	MAG
전주 여행	357	아서	EC
전주 여행	357	중순	NNG
전주 여행	357	즐기	VV
전주 여행	357	계절	NNG
전주 여행	357	입니다	VCP+EF
전주 여행	357	하지만	MAJ
전주 여행	357	현재	NNG
전주 여행	357	코로나	NNP
전주 여행	357	19	SN
전주 여행	357	인해	VV+EC
전주 여행	357	여행객	NNG
전주 여행	357	줄어들	VV
전주 여행	357	으므로	EC
전주 여행	357	사람	NNG
전주 여행	357	으로	JKB
전주 여행	357	예상	NNG
전주 여행	357	됩니다	XSV+EF
전주 여행	357	맛집	NNG
전주 여행	358	이번	NNG
전주 여행	358	16	SN
전주 여행	358	친구	NNG
전주 여행	358	하고	JC
전주 여행	358	는데	EC
전주 여행	358	궁금	XR
전주 여행	358	아서	EC
전주 여행	358	하나하나	MAG
전주 여행	358	답장	NNG
전주 여행	358	감사	NNG
전주 여행	358	습니다	EF
전주 여행	358	여수	NNP
전주 여행	358	에서	JKB
전주 여행	358	KTX	SL
전주 여행	358	왕복	NNG
전주 여행	358	기차표	NNG
전주 여행	358	얼마	NNG
전주 여행	358	인가요	VCP+EC
전주 여행	358	을까요	EC
전주 여행	359	월요일	NNG
전주 여행	359	휴무	NNG
전주 여행	359	나요	EF
전주 여행	359	맛집	NNG
전주 여행	359	국내	NNG
전주 여행	359	주달	NNG
전주 여행	359	티비	NNG
전주 여행	359	코스	NNG
전주 여행	359	여수	NNG
전주 여행	359	여수	NNG
전주 여행	359	제주	NNP
전주 여행	359	제주도	NNP
전주 여행	359	전문	NNG
전주 여행	359	언서	NNG
전주 여행	359	주달	NNG
전주 여행	359	봉이	NNG
전주 여행	359	입니다	VCP+EF
전주 여행	359	걱정	NNG
전주 여행	359	셔도	EP+EC
전주 여행	359	셔요	EC
전주 여행	359	대부분	NNG
전주 여행	359	오픈	NNG
전주 여행	359	합니다	XSV+EC
전주 여행	360	내일	MAG
전주 여행	360	당일치기	NNG
전주 여행	360	부모	NNG
전주 여행	360	맛집	NNG
전주 여행	360	국내	NNG
전주 여행	360	주달	NNG
전주 여행	360	티비	NNG
전주 여행	360	코스	NNG
전주 여행	360	여수	NNG
전주 여행	360	여수	NNG
전주 여행	360	제주	NNP
전주 여행	360	제주도	NNP
전주 여행	360	전문	NNG
전주 여행	360	언서	NNG
전주 여행	360	주달	NNG
전주 여행	360	봉이	NNG
전주 여행	360	입니다	VCP+EF
전주 여행	360	바다	NNP
전주 여행	360	군산	NNP
전주 여행	360	새만금	NNP
전주 여행	360	돌아보	VV
전주 여행	361	갈만	NNG
전주 여행	361	숙소	NNG
전주 여행	361	한옥마을	NNP
전주 여행	361	게스트	NNP
전주 여행	361	하우스	NNP
전주 여행	361	안녕	NNG
전주 여행	361	세요	EP+EF
전주 여행	361	가족	NNG
전주 여행	361	함께	MAG
전주 여행	361	려고	EC
전주 여행	361	합니다	VX+EF
전주 여행	361	한옥마을	NNP
전주 여행	361	유명	XR
전주 여행	361	한번	MAG
전주 여행	361	했었	VX+EP
전주 여행	361	는데	EC
전주 여행	361	이번	NNG
전주 여행	361	기회	NNG
전주 여행	361	다녀와	VV+EC
전주 여행	361	려구요	EC
전주 여행	361	전라도	NNP
전주 여행	361	음식	NNG
전주 여행	361	맛있	VA
전주 여행	361	다고	EC
전주 여행	361	전라도	NNP
전주 여행	361	대표	NNG
전주 여행	361	음식	NNG
전주 여행	361	아니	VCN
전주 여행	361	맛집	NNG
전주 여행	362	코스	NNG
전주 여행	362	추천	NNG
전주 여행	362	코스	NNG
전주 여행	362	추천	NNG
전주 여행	362	여수	NNP
전주 여행	362	맛집	NNG
전주 여행	362	여수	NNG
전주 여행	362	주달	NNG
전주 여행	362	티비	NNG
전주 여행	362	코스	NNG
전주 여행	362	여수	NNG
전주 여행	362	여수	NNG
전주 여행	362	언서	NNG
전주 여행	362	주달	NNG
전주 여행	362	봉이	NNG
전주 여행	362	입니다	VCP+EF
전주 여행	362	코스	NNG
전주 여행	362	대부분	NNG
전주 여행	362	한옥	NNG
전주 여행	362	마을	NNG
전주 여행	362	에서	JKB
전주 여행	362	시작	NNG
전주 여행	362	합니다	VV+EC
전주 여행	363	볼거리	NNG
전주 여행	363	이번	NNG
전주 여행	363	거리	NNG
전주 여행	363	맛집	NNG
전주 여행	363	알려	VV+EC
전주 여행	363	세요	EP+EF
전주 여행	363	에서	JKB
전주 여행	363	추천	NNG
전주 여행	363	드리	VX
전주 여행	363	습니다	EF
전주 여행	363	한옥마을	NNP
전주 여행	363	동물원	NNP
전주 여행	363	한국도로공사	NNP
전주 여행	363	수목원	NNG
전주 여행	363	덕진	NNP
전주 여행	363	공원	NNG
전주 여행	363	난장	NNG
전주 여행	364	카페	NNP
전주 여행	364	추천	NNG
전주 여행	364	세요	EP+EF
전주 여행	364	맛집	NNG
전주 여행	364	국내	NNG
전주 여행	364	주달	NNG
전주 여행	364	티비	NNG
전주 여행	364	코스	NNG
전주 여행	364	여수	NNG
전주 여행	364	여수	NNG
전주 여행	364	제주	NNP
전주 여행	364	제주도	NNP
전주 여행	364	전문	NNG
전주 여행	364	언서	NNG
전주 여행	364	주달	NNG
전주 여행	364	봉이	NNG
전주 여행	364	입니다	VCP+EF
전주 여행	364	아쉽	VA
전주 여행	364	주이	NNG
전주 여행	364	바다	NNG
전주 여행	364	어서	EC
전주 여행	365	가족	NNG
전주 여행	365	코스	NNG
전주 여행	365	드려요	VV+EF
전주 여행	365	맛집	NNG
전주 여행	365	국내	NNG
전주 여행	365	주달	NNG
전주 여행	365	티비	NNG
전주 여행	365	코스	NNG
전주 여행	365	여수	NNG
전주 여행	365	여수	NNG
전주 여행	365	제주	NNP
전주 여행	365	제주도	NNP
전주 여행	365	전문	NNG
전주 여행	365	언서	NNG
전주 여행	365	주달	NNG
전주 여행	365	봉이	NNG
전주 여행	365	입니다	VCP+EF
전주 여행	365	코스	NNG
전주 여행	365	한옥	NNG
전주 여행	365	마을	NNG
전주 여행	365	에서부터	JKB
전주 여행	366	코스	NNG
전주 여행	366	일정	NNG
전주 여행	366	추천	NNG
전주 여행	366	부탁	NNG
전주 여행	366	드려요	VV+EC
전주 여행	366	토요일	NNG
전주 여행	366	하루	NNG
전주 여행	366	일정	NNG
전주 여행	366	괜찮	VA
전주 여행	366	은지	EC
전주 여행	366	수정	NNG
전주 여행	366	필요	NNG
전주 여행	366	부분	NNG
전주 여행	366	는지	EC
전주 여행	366	인근	NNG
전주 여행	366	맛집	NNG
전주 여행	366	는지	EC
전주 여행	366	등등	NNB
전주 여행	366	의견	NNG
전주 여행	366	부탁	NNG
전주 여행	366	드립니다	VV+EC
전주 여행	366	맛집	NNG
전주 여행	366	국내	NNG
전주 여행	366	주달	NNG
전주 여행	366	티비	NNG
전주 여행	366	코스	NNG
전주 여행	366	여수	NNG
전주 여행	366	여수	NNG
전주 여행	366	제주	NNP
전주 여행	367	려는데	EC
전주 여행	367	한옥	NNG
전주 여행	367	마을	NNG
전주 여행	367	근처	NNG
전주 여행	367	에서	JKB
전주 여행	367	숙박	NNG
전주 여행	367	한다면	XSV+EC
전주 여행	367	어디	NP
전주 여행	367	어디	NP
전주 여행	367	어떤	MM
전주 여행	367	맛집	NNG
전주 여행	367	은지	EC
전주 여행	367	버스	NNG
전주 여행	367	택시	NNG
전주 여행	367	조금	MAG
전주 여행	367	나가	VV+EC
전주 여행	367	어딘지	NP+VCP+EC
전주 여행	367	등등	NNB
전주 여행	367	추천	NNG
전주 여행	367	세요	EP+EF
전주 여행	367	다른	MM
전주 여행	367	어디	NP
전주 여행	368	코스	NNG
전주 여행	368	아침	NNG
전주 여행	368	으로	JKB
전주 여행	368	현대	NNG
전주 여행	368	본점	NNG
전주 여행	368	점심	NNG
전주 여행	368	으로	JKB
전주 여행	368	비빔	NNG
전주 여행	368	소리	NNG
전주 여행	368	려고	EC
전주 여행	368	는데	EC
전주 여행	368	대옥	NNG
전주 여행	368	비빔	NNG
전주 여행	368	소리	NNG
전주 여행	368	중간	NNG
전주 여행	368	어디	NP
전주 여행	368	구경	NNG
전주 여행	368	이나	JC
전주 여행	368	갈만	NNG
전주 여행	368	을까요	EC
